0x1BB4B5 Script_NavigateHome
0x378ED6 Script_IsViewingAlteredForm
0x378EF8 Script_SetViewingAlteredForm
0x378F34 Script_SetPortraitTexture
0x37901A Script_GetValidRacesForClass
0x379127 Script_SetPreviewFrame
0x3791A9 Script_SetPreviewFrameModel
0x379395 Script_SetPreviewFramesFeature
0x3791F5 Script_ShowPreviewFrameVariation
0x379271 Script_GetNumFeatureVariations
0x379289 Script_GetNumFeatureVariationsForType
0x3792E4 Script_GetSelectedFeatureVariation
0x3792FD Script_SelectFeatureVariation
0x379349 Script_ResetPreviewFrameModel
0x3793E1 Script_GetNumCharacterTemplates
0x37941A Script_GetCharacterTemplateInfo
0x379491 Script_SetCharacterTemplate
0x3794D5 Script_ClearCharacterTemplate
0x3794DF Script_IsUsingCharacterTemplate
0x3794FD Script_IsForcingCharacterTemplate
0x379518 Script_SetFaceCustomizeCamera
0x379708 Script_GetSkinVariationIsHairColor
0x37979F Script_HasSufficientExperienceForAdvancedCreation
0x3797BA Script_IsAdvancedClass
0x381013 Script_IsShiftKeyDown
0x381044 Script_CheckKioskModeRealmKey
0x3810B9 Script_CheckKioskModeQuitKey
0x38112E Script_GetBuildInfo
0x3813E5 Script_GetLocale
0x3812CD Script_GetSavedAccountName
0x381303 Script_SetSavedAccountName
0x38134D Script_GetUsesToken
0x381367 Script_SetUsesToken
0x3813B0 Script_GetSavedAccountList
0x3813CA Script_ClearSavedAccountList
0x381404 Script_QuitGame
0x38140C Script_PlayGlueMusic
0x3814B6 Script_PlayCreditsMusic
0x3814F1 Script_StopGlueMusic
0x381501 Script_LaunchURL
0x38153E Script_GetServerName
0x381612 Script_IsConnectedToServer
0x381631 Script_EnterWorld
0x38164E Script_Screenshot
0x381681 Script_GetCursorPosition1
0x621F5A Script_GetCursorDelta
0x381706 Script_ShowCursor
0x381719 Script_HideCursor
0x38172C Script_GetBillingTimeRemaining
0x381771 Script_GetBillingPlan
0x3817ED Script_GetBillingTimeRested
0x381447 Script_PlayGlueAmbience
0x3814AE Script_StopGlueAmbience
0x381826 Script_GetCreditsText
0x3819A2 Script_GetCVar
0x381A0A Script_GetCVarBool
0x3818E3 Script_SetCVar
0x381A6B Script_GetCVarDefault
0x381AE1 Script_GetNumDeclensionSets
0x381B83 Script_DeclineName
0x381C69 Script_StopAllSFX
0x381C98 Script_SetClearConfigData
0x381CC7 Script_RestartGx
0x381CD8 Script_IsStreamingMode
0x381CE1 Script_GetLoginScreenBackground
0x381D59 Script_IsConsoleActive
0x381D71 Script_RunScript
0x628011 Dupplicate entry address ******** Script_IsGMClient *****************
0x381DAC Script_LoadURLIndex
0x381E81 Script_HasShownTrialPopUp
0x381E9C Script_SetTrialPopUp
0x381EA4 Script_GetClientDisplayExpansionLevel
0x381EDE Script_VisitPromotionURL
0x381FA7 Script_WasScreenFirstDisplayed
0x381FC6 Script_DebugLog
0x381FD9 Script_IsControlKeyDown
0x382007 Script_SetWorldFrameStrata
0x382041 Script_ClearAccountCharacters
0x382049 Script_RequestAccountCharacters
0x3820CE Script_GetNumAccountCharacters
0x3820E6 Script_GetAccountCharacterInfo
0x3821C8 Script_CopyAccountCharacterFromLive
0x382271 Script_CopyAccountDataFromLive
0x382494 Script_InitializeCharacterScreenData
0x38249C Script_SetInCharacterSelect
0x3824BF Script_SetInCharacterCreate
0x381271 Script_LogAuroraClient
0x3812B3 Script_HasCheckedSystemRequirements
0x3812E7 Script_SetCheckedSystemRequirements
0x3822F6 Script_GetKioskLoginInfo
0x382A8D Script_GetFactionGroupByIndex
0x382D51 Script_TrialBoostCharacter
0x382C8C Script_IsTrialBoostEnabled
0x382CA7 Script_IsLiveRegionCharacterListEnabled
0x382CC1 Script_IsLiveRegionCharacterCopyEnabled
0x382CDB Script_IsLiveRegionAccountCopyEnabled
0x382CF5 Script_RequestManualUnrevoke
0x38303F Script_GetStartAutomatically
0x383068 Script_ApplyLevelUp
0x3830CF Script_HasQueuedUpgrade
0x3830F2 Script_ClearQueuedUpgrade
0x38311B Script_GetQueuedUpgradeGUID
0x383132 Script_DoesGUIDHavePendingFactionChange
0x382FF1 Script_SetStartAutomatically
0x383070 Script_IsPurchaseIDPendingUpgrade
0x382F12 Script_GetLastSeenUpgradePopup
0x382F3A Script_HasSeenFreePromotionalUpgradePopup
0x382F5A Script_SetPopupSeen
0x382FA2 Script_SetPromotionalPopupSeen
0x382C61 Script_HasFreePromotionalUpgrade
0x382DCA Script_AssignUpgradeDistribution
0x382B60 Script_GetUpgradeDistributions
0x3831C7 Script_QueryClassTrialBoostResult
0x3831CF Script_ShouldSeeControlPopup
0x38483F Script_ResetLights
0x384864 Script_AddLight
0x38491F Script_AddCharacterLight
0x3849DA Script_AddPetLight
0x385105 Script_CliUserClient
0x3A05BC Script_CliAccount
0x3A0A04 Script_ClientQuest
0x3AB114 Script_Client
0x3CE985 Script_ClientGuild
0x3D2FF0 Script_CliPlayer
0x3DF277 Script_ClientSocial
0x3F4EDB Script_SpellIsTargeting
0x3F4F11 Script_SpellCanTargetItem
0x3F4F5B Script_SpellTargetItem
0x3F505E Script_SpellCanTargetUnit
0x3F50E5 Script_SpellTargetUnit
0x3F5229 Script_GetEquipmentNameFromSpell
0x3F5309 Script_GetFollowerTypeIDFromSpell
0x3F5329 Script_SpellCanTargetGarrisonFollower
0x3F5365 Script_SpellCanTargetGarrisonFollowerAbility
0x3F53DA Script_ItemCanTargetGarrisonFollowerAbility
0x3F5497 Script_SpellCanTargetGarrisonMission
0x3F54E1 Script_SpellCanTargetItemID
0x3F552B Script_SpellCanTargetQuest
0x3F5572 Script_IsQuestIDValidSpellTarget
0x3F55BC Script_SpellStopTargeting
0x3F5623 Script_SpellStopCasting
0x3F56CC Script_CancelUnitBuff
0x3F58EF Script_CancelItemTempEnchantment
0x3F597C Script_CannotBeResurrected
0x3F5997 Script_SpellCancelQueuedSpell
0x3F59B5 Script_SpellGetVisibilityInfo
0x3F5AB1 Script_SpellIsAlwaysShown
0x3F5B3B Script_SpellIsSelfBuff
0x3F5C29 Script_AcceptSpellConfirmationPrompt
0x3F5D3E Script_GetJournalInfoForSpellConfirmation
0x3F5E7C Script_DeclineSpellConfirmationPrompt
0x3F5F60 Script_GetSpellConfirmationPromptsInfo
0x3F61CF Script_GetSpellsForCharacterUpgradeTier
0x2A0101 Script_
0x514018 Script_CombatLogResetFilter
0x514025 Script_CombatLogAddFilter
0x5141C7 Script_CombatLogSetRetentionTime
0x51420F Script_CombatLogGetRetentionTime
0x514229 Script_CombatLogGetNumEntries
0x51429E Script_CombatLogSetCurrentEntry
0x5143BE Script_CombatLogGetCurrentEntry
0x5143D9 Script_CombatLogAdvanceEntry
0x5144C5 Script_CombatLogClearEntries
0x514503 Script_CombatLog_Object_IsA
0x513FDF Script_CombatTextSetActiveUnit
0x51455F Script_DeathRecap_GetEvents
0x51461B Script_DeathRecap_HasEvents
0x51465E Script_GetDeathRecapLink
0x56C0F0 Script_
0x5A337E Script_PlaySound
0x5A34B1 Script_PlayMusic
0x5A34FF Script_PlaySoundFile
0x5A35C6 Script_StopSound
0x5A35BE Script_StopMusic
0x378AF0 Dupplicate entry address ******** Script_Sound_GameSystem_GetNumInputDrivers *****************
0x5A3647 Script_Sound_GameSystem_GetInputDriverNameByIndex
0x5A36B5 Script_Sound_GameSystem_GetNumOutputDrivers
0x5A36E1 Script_Sound_GameSystem_GetOutputDriverNameByIndex
0x5A37D5 Script_Sound_ChatSystem_GetNumInputDrivers
0x5A3801 Script_Sound_ChatSystem_GetInputDriverNameByIndex
0x5A3895 Script_Sound_ChatSystem_GetNumOutputDrivers
0x5A38C1 Script_Sound_ChatSystem_GetOutputDriverNameByIndex
0x5A396E Script_Sound_GameSystem_RestartSoundSystem
0x5AEDE2 Script_JumpOrAscendStart
0x5AEF2E Script_AscendStop
0x5AEF47 Script_DescendStop
0x5AEF60 Script_ToggleRun
0x5AEFEC Script_ToggleAutoRun
0x5AF014 Script_StartAutoRun
0x5AF02D Script_StopAutoRun
0x5AF046 Script_MoveForwardStart
0x5AF05C Script_MoveForwardStop
0x5AF072 Script_MoveBackwardStart
0x5AF088 Script_MoveBackwardStop
0x5AF09E Script_TurnLeftStart
0x5AF0B7 Script_TurnLeftStop
0x5AF0D0 Script_TurnRightStart
0x5AF0E9 Script_TurnRightStop
0x5AF102 Script_StrafeLeftStart
0x5AF118 Script_StrafeLeftStop
0x5AF12E Script_StrafeRightStart
0x5AF147 Script_StrafeRightStop
0x5AF160 Script_PitchUpStart
0x5AF179 Script_PitchUpStop
0x5AF192 Script_PitchDownStart
0x5AF1AB Script_PitchDownStop
0x5AF1C4 Script_TurnOrActionStart
0x5AF1FC Script_TurnOrActionStop
0x5AF239 Script_CameraOrSelectOrMoveStart
0x5AF271 Script_CameraOrSelectOrMoveStop
0x5AF2BD Script_MoveAndSteerStart
0x5AF30D Script_MoveAndSteerStop
0x5AF365 Script_SetMouselookOverrideBinding
0x5AF3C8 Script_MouselookStart
0x5AF3F3 Script_MouselookStop
0x5AF42E Script_IsMouselooking
0x5AF44E Script_TaxiRequestEarlyLanding
0x5AF461 Script_VehicleExit
0x5AF4E7 Script_VehiclePrevSeat
0x5AF540 Script_VehicleNextSeat
0x5AF599 Script_VehicleAimUpStart
0x5AF5A2 Script_VehicleAimUpStop
0x5AF5AB Script_VehicleAimDownStart
0x5AF5B4 Script_VehicleAimDownStop
0x5AF5BD Script_VehicleAimIncrement
0x5AF613 Script_VehicleAimDecrement
0x5AF670 Script_VehicleAimRequestAngle
0x5AF702 Script_VehicleAimGetAngle
0x5AF739 Script_VehicleAimRequestNormAngle
0x5AF7D6 Script_VehicleAimGetNormAngle
0x5AF883 Script_VehicleAimSetNormPower
0x5AF8E5 Script_VehicleAimGetNormPower
0x5AF90A Script_IsUsingVehicleControls
0x5AF92D Script_CanExitVehicle
0x5AF981 Script_CanCancelScene
0x5AF9BE Script_IsInCinematicScene
0x5AF9EB Script_CancelScene
0x5AFA1A Script_CanSwitchVehicleSeats
0x5AFA3D Script_IsVehicleAimAngleAdjustable
0x5AED8A Script_IsVehicleAimPowerAdjustable
0x5AEDC3 Script_DetectWowMouse
0x5AEDD1 Script_ToggleWindowed
0x5B60D3 Script_CameraZoomIn
0x5B613C Script_CameraZoomOut
0x5B61CD Script_GetCameraZoom
0x5B61F7 Script_MoveViewInStart
0x5B6208 Script_MoveViewInStop
0x5B6219 Script_MoveViewOutStart
0x5B622A Script_MoveViewOutStop
0x5B625D Script_MoveViewLeftStart
0x5B626E Script_MoveViewLeftStop
0x5B623B Script_MoveViewRightStart
0x5B624C Script_MoveViewRightStop
0x5B627F Script_MoveViewUpStart
0x5B6290 Script_MoveViewUpStop
0x5B62A1 Script_MoveViewDownStart
0x5B62B2 Script_MoveViewDownStop
0x5B62C3 Script_SetView
0x5B6322 Script_SaveView
0x5B6377 Script_ResetView
0x5B63CC Script_NextView
0x5B63DB Script_PrevView
0x5B63EA Script_FlipCameraYaw
0x5B6446 Script_VehicleCameraZoomIn
0x5B644F Script_VehicleCameraZoomOut
0x5C8FD3 Script_GetTime
0x5C9158 Script_GetTickTime
0x5C9362 Script_GetGameTime
0x5C9726 Script_GetLocalGameTime
0x5C9768 Script_ConsoleExec
0x5C91D9 Script_GetSessionTime
0x5C99ED Script_UnitExists
0x5C9B38 Script_UnitIsVisible
0x5C9B69 Script_UnitIsUnit
0x5C9FA5 Script_UnitIsPlayer
0x5CA42F Script_UnitIsInMyGuild
0x5CA938 Script_UnitIsCorpse
0x5CAACA Script_UnitGroupRolesAssigned
0x5CAC72 Script_UnitIsRaidOfficer
0x5CAE1A Script_UnitInParty
0x5CAF60 Script_UnitInSubgroup
0x5CB038 Script_UnitPlayerOrPetInParty
0x5CB185 Script_UnitInRaid
0x5CB293 Script_UnitInAnyGroup
0x5CBB61 Script_UnitPlayerOrPetInRaid
0x5CBCBB Script_UnitPlayerControlled
0x5CBD01 Script_UnitIsAFK
0x5CBF99 Script_UnitIsDND
0x5CC034 Script_UnitIsPVP
0x5CC257 Script_UnitIsPVPSanctuary
0x5CC299 Script_UnitIsPVPFreeForAll
0x5CCB87 Script_UnitFactionGroup
0x5C435F Script_UnitReaction
0x5C44AC Script_UnitIsEnemy
0x5C4682 Script_UnitIsFriend
0x5C4C23 Script_UnitCanCooperate
0x5C4F6A Script_UnitCanAssist
0x5C5177 Script_UnitCanAttack
0x5C52C1 Script_UnitCanPetBattle
0x5C53D0 Script_UnitIsCharmed
0x5C557A Script_UnitIsPossessed
0x5C5625 Script_PlayerCanTeleport
0x5C586E Script_UnitClassification
0x5C5C82 Script_UnitIsQuestBoss
0x5C5D7E Script_UnitSelectionColor
0x5C8C85 Script_UnitGUID
0x5C93A4 Script_UnitName
0x5CAD66 Script_UnitFullName
0x5CAFB7 Script_UnitRealmRelationship
0x5CB206 Script_UnitPVPName
0x5CB4CD Script_UnitXP
0x5CB538 Script_UnitXPMax
0x5CB6C0 Script_UnitHonorLevel
0x5CB72E Script_UnitHonor
0x5CB88B Script_UnitHonorMax
0x5CB8F9 Script_UnitPrestige
0x5CB9E4 Script_UnitHealth
0x5CBDD3 Script_UnitHealthMax
0x5CC50D Script_UnitPowerType
0x5CC12D Script_UnitStagger
0x5C4461 Script_UnitAlternatePowerInfo
0x5C45B1 Script_UnitAlternatePowerCounterInfo
0x5C4644 Script_GetAlternatePowerInfoByID
0x5C47DE Script_UnitAlternatePowerTextureInfo
0x5C4D43 Script_UnitPowerBarTimerInfo
0x5C5057 Script_UnitNumPowerBarTimers
0x5C55BC Script_UnitOnTaxi
0x5C5644 Script_UnitIsFeignDeath
0x5C5746 Script_UnitIsDead
0x5C5BDA Script_UnitIsGhost
0x5C5E60 Script_UnitIsDeadOrGhost
0x5C618A Script_UnitIsConnected
0x5C6671 Script_UnitAffectingCombat
0x5C682B Script_UnitSex
0x5C7029 Script_UnitLevel
0x5C7079 Script_UnitEffectiveLevel
0x5C7140 Script_UnitInPhase
0x5C742E Script_GetMoney
0x5C774C Script_UnitRace
0x5C7D2D Script_UnitClass
0x5C74CD Script_UnitIsMercenary
0x5C8387 Script_UnitClassBase
0x5C8899 Script_UnitResistance
0x5C8D28 Script_ResistancePercent
0x5C9214 Script_UnitStat
0x5C9836 Script_UnitAttackBothHands
0x5CA1C0 Script_UnitDamage
0x5C9C61 Script_UnitRangedDamage
0x5CA028 Script_UnitRangedAttack
0x5CA629 Script_UnitAttackSpeed
0x5CA98B Script_UnitAttackPower
0x5CAB33 Script_UnitRangedAttackPower
0x5CACCD Script_UnitSpellHaste
0x5CAE71 Script_UnitDefense
0x5CB08E Script_UnitArmor
0x5CB33D Script_UnitBonusArmor
0x5CC7EA Script_UnitBuff
0x5CC8F4 Script_UnitDebuff
0x5CC93C Script_UnitAura
0x5CC97A Script_UnitIsTapDenied
0x5CCB07 Script_UnitIsTrivial
0x5CCE5A Script_UnitHasRelicSlot
0x5CCFCC Script_SetPortraitTexture1
0x5C3668 Script_SetAchievementComparisonPortrait
0x5C3723 Script_HasFullControl
0x5C3767 Script_GetComboPoints
0x5C5FE8 Script_IsInGuild
0x5C615C Script_IsGuildLeader
0x5C62CC Script_IsArenaTeamCaptain
0x628011 Dupplicate entry address ******** Script_IsInArenaTeam *****************
0x5C6301 Script_IsResting
0x5C6417 Script_GetCombatRating
0x5C66DA Script_GetCombatRatingBonus
0x5C69D4 Script_GetCombatRatingBonusForCombatRatingValue
0x5C6E23 Script_GetPvpPowerDamage
0x5C6E5C Script_GetPvpPowerHealing
0x5C6ECE Script_GetMaxCombatRatingBonus
0x5C6F7E Script_GetDodgeChance
0x5C6FF0 Script_GetDodgeChanceFromAttribute
0x5C7090 Script_GetBlockChance
0x5C7229 Script_GetShieldBlock
0x5C7271 Script_GetParryChance
0x5C73F5 Script_GetParryChanceFromAttribute
0x5C7464 Script_IsDualWielding
0x5C7720 Script_HasDualWieldPenalty
0x5C790F Script_IsRangedWeapon
0x5C7946 Script_GetCritChance
0x5C797F Script_GetRangedCritChance
0x5C7BD9 Script_GetSpellCritChance
0x5C7C93 Script_GetSpellBonusDamage
0x5C7F5D Script_GetSpellBonusHealing
0x5C7FBF Script_GetPetSpellBonusDamage
0x5C81C2 Script_GetSpellPenetration
0x5C82E0 Script_GetAttackPowerForStat
0x5C8581 Script_GetMeleeHaste
0x5C86F2 Script_GetRangedHaste
0x5C8757 Script_GetPetMeleeHaste
0x5C8834 Script_GetHaste
0x5C8B18 Script_GetOverrideSpellPowerByAP
0x5C8B61 Script_GetOverrideAPBySpellPower
0x5C8C44 Script_GetModResilienceDamageReduction
0x5C3939 Script_UnitCreatureType
0x5C3ADE Script_UnitCreatureFamily
0x5C3C1E Script_GetResSicknessDuration
0x5C3E10 Script_GetPVPSessionStats
0x5C3F14 Script_GetPVPYesterdayStats
0x5C3F51 Script_GetPVPLifetimeStats
0x5C3FDD Script_UnitCastingInfo
0x5C49AB Script_UnitChannelInfo
0x5C4EE7 Script_IsLoggedIn
0x5C4F09 Script_IsFlyableArea
0x5C4F3C Script_IsIndoors
0x5C4FF6 Script_IsOutdoors
0x5C5024 Script_IsOutOfBounds
0x5C5202 Script_IsFalling
0x5C5266 Script_IsSwimming
0x5C534B Script_IsSubmerged
0x5C54DC Script_IsFlying
0x5C56BA Script_IsMounted
0x5C583C Script_IsStealthed
0x5C5971 Script_UnitIsSameServer
0x5C5CFA Script_GetUnitHealthModifier
0x5C5F55 Script_GetUnitMaxHealthModifier
0x5C60D8 Script_GetUnitPowerModifier
0x5C622F Script_GetManaRegen
0x5C6334 Script_GetPowerRegen
0x5C64FB Script_GetPowerRegenForPowerType
0x5C85E6 Script_GetRuneCooldown
0x5C87BC Script_GetRuneCount
0x5C72AA Script_ReportPlayerIsPVPAFK
0x5C7552 Script_PlayerIsPVPInactive
0x5C676A Script_GetExpertise
0x5C6979 Script_GetMastery
0x5C6B01 Script_GetMasteryEffect
0x5C6E95 Script_GetSpeed
0x5C6F45 Script_GetLifesteal
0x5C6FB7 Script_GetAvoidance
0x5C7040 Script_GetSturdiness
0x5C70C9 Script_GetVersatilityBonus
0x5CB967 Script_UnitInBattleground
0x5C79B8 Script_UnitInRange
0x5C8036 Script_UnitDistanceSquared
0x5C89F9 Script_GetUnitSpeed
0x5C8BAA Script_UnitInVehicle
0x5C8E13 Script_UnitUsingVehicle
0x5C900E Script_UnitControllingVehicle
0x5C9952 Script_UnitInVehicleControlSeat
0x5C99C2 Script_UnitHasVehicleUI
0x5C9AA1 Script_UnitHasVehiclePlayerFrameUI
0x5C9AFE Script_UnitTargetsVehicleInRaidUI
0x5C9C38 Script_UnitVehicleSkin
0x5C9E84 Script_UnitVehicleSeatCount
0x5C9EEE Script_UnitVehicleSeatInfo
0x5CA134 Script_UnitSwitchToVehicleSeat
0x5CA403 Script_CanSwitchVehicleSeat
0x5CA588 Script_GetVehicleUIIndicator
0x5CA840 Script_GetVehicleUIIndicatorSeat
0x5CB3E1 Script_UnitThreatSituation
0x5CB5A3 Script_UnitDetailedThreatSituation
0x5CB79C Script_UnitThreatPercentageOfLead
0x5CBB10 Script_UnitIsControlling
0x5CBED3 Script_EjectPassengerFromSeat
0x5CBBC3 Script_CanEjectPassengerFromSeat
0x5CC0F9 Script_RespondInstanceLock
0x5CC1D3 Script_GetPlayerFacing
0x5CC337 Script_GetPlayerInfoByGUID
0x5CC832 Script_GetItemStats
0x5CC9DD Script_GetItemStatDelta
0x5CCE6B Script_GetSetBonusesForSpecializationByItemID
0x5C53A3 Script_IsXPUserDisabled
0x5C4B84 Script_FillLocalizedClassList
0x5C541A Script_UnitGetIncomingHeals
0x5C56E8 Script_UnitGetTotalAbsorbs
0x5C5913 Script_UnitGetTotalHealAbsorbs
0x628011 Dupplicate entry address ******** Script_IsGMClient *****************
0x5C5A57 Script_UnitSetRole
0x5C602F Script_InitiateRolePoll
0x5C63E1 Script_GetHitModifier
0x5C64AD Script_GetSpellHitModifier
0x5C65CD Script_UnitHPPerStamina
0x5C6957 Script_GetMaxPlayerLevel
0x5C69B2 Script_GetMaxPlayerHonorLevel
0x5C6A99 Script_CanPrestige
0x5C6C25 Script_LoadURLIndex1
0x5C39D7 Script_UnitIsWildBattlePet
0x5C3881 Script_UnitIsBattlePetCompanion
0x5C3E5E Script_UnitBattlePetType
0x5C42BF Script_UnitBattlePetLevel
0x5C9AD2 Script_UnitInVehicleHidesPetFrame
0x5CA38C Script_UnitIsOtherPlayersPet
0x5CA0BF Script_UnitIsOtherPlayersBattlePet
0x5C3B7E Script_UnitIsBattlePet
0x5C3D5E Script_UnitBattlePetSpeciesID
0x5C7352 Script_UnitIsUnconscious
0x5C7FF9 Script_SelectedRealmName
0x5C7660 Script_GetZoneAbilitySpellInfo
0x5C7C12 Script_GetBladedArmorEffect
0x5C7F35 Script_GetCritChanceProvidesParryEffect
0x5C7F94 Script_GetPVPGearStatRules
0x5C8F91 Script_HasAPEffectsSpellPower
0x5C9175 Script_HasSPEffectsAttackPower
0x5C8200 Script_UnitPosition
0x5C850A Script_UnitShouldDisplayName
0x5C8EAD Script_ClosestUnitPosition
0x5C9074 Script_ClosestGameObjectPosition
0x5C96C9 Script_ShowBossFrameWhenUninteractable
0x5C97B9 Script_CaseAccentInsensitiveParse
0x5C997D Script_IsInsane
0x5D29A0 Script_IsMovieLocal
0x5D29EA Script_PreloadMovie
0x5D2A25 Script_CancelPreloadingMovie
0x5D2A60 Script_GetMovieDownloadProgress
0x5D2B07 Script_IsMoviePlayable
0x5D2B51 Script_IsTrialAccount
0x5D2B97 Script_IsVeteranTrialAccount
0x5D2BDD Script_IsExpansionTrial
0x5D2BFC Script_CanUpgradeExpansion
0x5D2DDA Script_IsOnGlueScreen
0x5D2DF5 Script_SetPortraitToTexture
0x5D2F22 Script_GetNumSpecializationsForClassID
0x5D2F6D Script_GetSpecializationInfoForClassID
0x5D1387 Script_GetSpecializationNameForSpecID
0x5D1425 Script_GetSpecializationInfoForSpecID
0x6233CA Script_IsWindowsClient
0x628011 Dupplicate entry address ******** Script_IsMacClient *****************
0x628011 Dupplicate entry address ******** Script_IsLinuxClient *****************
0x628011 Dupplicate entry address ******** Script_Is64BitClient *****************
0x5D2C9B Script_GetAvailableLocales
0x5D2CE3 Script_GetOSLocale
0x5D2D02 Script_GetCurrentRegion
0x5D2D29 Script_GetCurrentRegionName
0x5D2D48 Script_GetExpansionLevel
0x5D2D76 Script_GetAccountExpansionLevel
0x5D2DA4 Script_GetSecondsUntilParentalControlsKick
0x628011 Dupplicate entry address ******** Script_IsTestBuild *****************
0x6233CA Dupplicate entry address ******** Script_IsPublicBuild *****************
0x5D20C9 Script_IsKioskModeEnabled
0x5D20E3 Script_IsCompetitiveModeEnabled
0x6233CA Dupplicate entry address ******** Script_IsDemonHunterAvailable *****************
0x5D20FE Script_GetCVarInfo
0x5D14BA Script_LoadAddOn
0x5D164E Script_IsAddOnLoaded
0x5D170A Script_EnableAllAddOns
0x5D176A Script_DisableAllAddOns
0x5D17CA Script_EnableAddOn
0x5D18B2 Script_DisableAddOn
0x5D199C Script_GetNumAddOns
0x5D19CF Script_GetAddOnInfo
0x627F34 Script_GetAddOnDependencies
0x5D1B22 Script_GetAddOnEnableState
0x5D1C04 Script_SaveAddOns
0x5D1C0C Script_ResetAddOns
0x5D1C17 Script_IsAddonVersionCheckEnabled
0x5D1C32 Script_SetAddonVersionCheck
0x5D1C55 Script_BreakUpLargeNumbers
0x5D1CD8 Script_GetFonts
0x5D1D4E Script_GetFontInfo
0x5D2199 Script_CalculateStringEditDistance
0x5D22EC Script_GetTimePreciseSec
0x5D231A Script_ConsoleAddMessage
0x5D2365 Script_CopyToClipboard
0x5D242E Script_GetScreenWidth
0x5D2483 Script_GetScreenHeight
0x5D24D8 Script_GetPhysicalScreenSize
0x5D2533 Script_IsModifierKeyDown
0x5D2564 Script_IsLeftShiftKeyDown
0x5D257F Script_IsRightShiftKeyDown
0x5D259A Script_IsShiftKeyDown1
0x5D25CB Script_IsLeftControlKeyDown
0x5D25E6 Script_IsRightControlKeyDown
0x5D2601 Script_IsControlKeyDown1
0x5D262F Script_IsLeftAltKeyDown
0x5D264A Script_IsRightAltKeyDown
0x5D2665 Script_IsAltKeyDown
0x5D2693 Script_IsMouseButtonDown
0x5D2925 Script_GetMouseButtonName
0x5D2983 Script_GetMouseButtonClicked
0x5D93D0 Script_After
0x5DB47C Script_AddFontStrings
0x5DB5C2 Script_SetMinimumWidth
0x5DB644 Script_GetMinimumWidth
0x5DB747 Script_SetPadding
0x5DBA7A Script_GetPadding
0x5DBB7A Script_IsOwned
0x5DBCAA Script_GetOwner
0x5DBCD4 Script_SetOwner
0x5DC298 Script_GetAnchorType
0x5DC150 Script_SetAnchorType
0x5DC37D Script_ClearLines
0x5DC3A2 Script_AddLine
0x5DC515 Script_AddDoubleLine
0x5DC6E4 Script_AddTexture
0x5DC917 Script_SetText4
0x5DCA4F Script_AppendText
0x5DCB58 Script_FadeOut
0x5DCB7D Script_SetHyperlink
0x5DE6BC Script_SetAction
0x5DF18A Script_SetPetAction
0x5DF219 Script_SetShapeshift
0x5DF423 Script_SetPossession
0x5DF611 Script_SetSpellBookItem
0x5DF7FF Script_SetSpellByID
0x5DF98B Script_AddSpellByID
0x5DFAA3 Script_SetMountBySpellID
0x5DFB19 Script_SetCompanionPet
0x5DFB87 Script_SetInventoryItem
0x5E0018 Script_SetLootItem
0x5E0106 Script_SetLootCurrency
0x5E0305 Script_SetQuestItem
0x5E0528 Script_SetQuestLogItem
0x5E0790 Script_SetQuestCurrency
0x5E0986 Script_SetQuestLogCurrency
0x5D996C Script_SetTrainerService
0x5D9B63 Script_SetRecipeRankInfo
0x5D9FCD Script_SetRecipeResultItem
0x5DA39E Script_SetRecipeReagentItem
0x5DA7F0 Script_SetMerchantItem
0x5DA917 Script_SetMerchantCostItem
0x5DADE4 Script_SetTradePlayerItem
0x5DB180 Script_SetTradeTargetItem
0x5DB841 Script_SetBagItem
0x5DBF17 Script_SetBagItemChild
0x5DC436 Script_SetInventoryItemByID
0x5DC7BB Script_SetUnit
0x5DDC0F Script_SetUnitBuff
0x5DDC82 Script_SetUnitDebuff
0x5DDBA6 Script_SetUnitAura
0x5DDE03 Script_SetTalent
0x5DE041 Script_SetPvpTalent
0x5DE113 Script_SetPvpBrawl
0x5DE138 Script_SetSendMailItem
0x5DE361 Script_SetInboxItem
0x5DED6B Script_SetAuctionSellItem
0x5DEE85 Script_SetAuctionItem
0x5DF351 Script_NumLines
0x5DF39A Script_SetQuestRewardSpell
0x5DF543 Script_SetQuestLogRewardSpell
0x5E01FE Script_AdvanceSecondaryCompareItem
0x5E0463 Script_SetCompareItem
0x5E01BD Script_ResetSecondaryCompareItem
0x5E0693 Script_SetBuybackItem
0x5E0899 Script_SetLootRollItem
0x5D9E9D Script_SetSocketedItem
0x5D9F34 Script_SetArtifactItem
0x5DA2CD Script_SetSocketGem
0x5DA4E5 Script_SetExistingSocketGem
0x5DA63B Script_SetGuildBankItem
0x5DAB0F Script_IsUnit
0x5DABA6 Script_GetUnit
0x5DAC89 Script_GetItem
0x5DAFDA Script_GetSpell
0x5DB081 Script_SetTotem
0x5DB3B7 Script_SetCurrencyToken
0x5DB519 Script_SetCurrencyTokenByID
0x5DB697 Script_SetBackpackToken
0x5DBB03 Script_IsEquippedItem
0x5DBBF8 Script_SetQuestLogSpecialItem
0x5DBE6B Script_SetEquipmentSet
0x5DC098 Script_SetFrameStack
0x5DC2CB Script_SetLFGDungeonReward
0x5DC5EA Script_SetLFGDungeonShortageReward
0x5DC891 Script_SetUpgradeItem
0x5DC9D7 Script_SetInstanceLockEncountersComplete
0x5DCABA Script_SetCurrencyByID
0x5DD73D Script_SetItemByID
